01/2020,02/2020,03/2020,04/2020,05/2020,06/2020,07/2020,08/2020,09/2020,10/2020,11/2020,12/2020,01/2021,02/2021,03/2021,04/2021,05/2021,06/2021,07/2021,08/2021,09/2021,10/2021,11/2021,12/2021,01/2022,02/2022,03/2022,04/2022,05/2022,06/2022,07/2022,08/2022,09/2022,10/2022,11/2022,12/2022,01/2023,02/2023,03/2023,04/2023,05/2023,06/2023,07/2023,08/2023,09/2023,10/2023,11/2023,12/2023,01/2024,02/2024,03/2024
5,13,722,2822,3926,3137,5317,4732,8809,8298,5936,13790,32547,52583,83548,141934,153938,72376,88968,195199,277652,323316,302849,349784,352960,334424,260246,162748,193773,188781,192020,188819,155297,106137,98486,108392,107261,77399,70509,40042,30550,23273,18698,25953,39710,35311,22203,30801,40336,29053,17779
